Classification Code,Start Range,End Range,Start Range Number,End Range Number,Group1,Group2,Group3,Group4,Group5
BX,BX7990,BX7999,7990.0,7999.0,Christian Denominations,Protestantism,"Other Protestant denominations Alphabetical); only larger denominations listed The subarrangement is essentially the same for each sect, the primary features being indicated by way of example under Baptists",Holiness churches,
BX,BX7999.001,BX8000.999,7999.001,8000.999,Christian Denominations,Protestantism,"Other Protestant denominations Alphabetical); only larger denominations listed The subarrangement is essentially the same for each sect, the primary features being indicated by way of example under Baptists",,
BX,BX8001,BX8080,8001.0,8080.0,Christian Denominations,Protestantism,"Other Protestant denominations Alphabetical); only larger denominations listed The subarrangement is essentially the same for each sect, the primary features being indicated by way of example under Baptists",Lutheran churches,
BX,BX8080.001,BX8100.999,8080.001,8100.999,Christian Denominations,Protestantism,"Other Protestant denominations Alphabetical); only larger denominations listed The subarrangement is essentially the same for each sect, the primary features being indicated by way of example under Baptists",,
BX,BX8101,BX8144,8101.0,8144.0,Christian Denominations,Protestantism,"Other Protestant denominations Alphabetical); only larger denominations listed The subarrangement is essentially the same for each sect, the primary features being indicated by way of example under Baptists",Mennonites,
BX,BX8144.001,BX8200.999,8144.001,8200.999,Christian Denominations,Protestantism,"Other Protestant denominations Alphabetical); only larger denominations listed The subarrangement is essentially the same for each sect, the primary features being indicated by way of example under Baptists",,
BX,BX8201,BX8495,8201.0,8495.0,Christian Denominations,Protestantism,"Other Protestant denominations Alphabetical); only larger denominations listed The subarrangement is essentially the same for each sect, the primary features being indicated by way of example under Baptists",Methodism,
BX,BX8495.001,BX8524.999,8495.001,8524.999,Christian Denominations,Protestantism,"Other Protestant denominations Alphabetical); only larger denominations listed The subarrangement is essentially the same for each sect, the primary features being indicated by way of example under Baptists",,
BX,BX8525,BX8528,8525.0,8528.0,Christian Denominations,Protestantism,"Other Protestant denominations Alphabetical); only larger denominations listed The subarrangement is essentially the same for each sect, the primary features being indicated by way of example under Baptists",Millennial Dawnists. Jehovah=s Witnesses,
BX,BX8528.001,BX8550.999,8528.001,8550.999,Christian Denominations,Protestantism,"Other Protestant denominations Alphabetical); only larger denominations listed The subarrangement is essentially the same for each sect, the primary features being indicated by way of example under Baptists",,
BX,BX8551,BX8593,8551.0,8593.0,Christian Denominations,Protestantism,"Other Protestant denominations Alphabetical); only larger denominations listed The subarrangement is essentially the same for each sect, the primary features being indicated by way of example under Baptists",Moravian Church. United Brethren. Unitas Fratrum. Herrnhuters,
BX,BX8593.001,BX8600.999,8593.001,8600.999,Christian Denominations,Protestantism,"Other Protestant denominations Alphabetical); only larger denominations listed The subarrangement is essentially the same for each sect, the primary features being indicated by way of example under Baptists",,
BX,BX8601,BX8695,8601.0,8695.0,Christian Denominations,Protestantism,"Other Protestant denominations Alphabetical); only larger denominations listed The subarrangement is essentially the same for each sect, the primary features being indicated by way of example under Baptists",Mormons. Church of Jesus Christ of Latter-Day Saints,
BX,BX8695.001,BX8700.999,8695.001,8700.999,Christian Denominations,Protestantism,"Other Protestant denominations Alphabetical); only larger denominations listed The subarrangement is essentially the same for each sect, the primary features being indicated by way of example under Baptists",,
BX,BX8701,BX8749,8701.0,8749.0,Christian Denominations,Protestantism,"Other Protestant denominations Alphabetical); only larger denominations listed The subarrangement is essentially the same for each sect, the primary features being indicated by way of example under Baptists",New Jerusalem Church. New Church. Swedenborgianism,
BX,BX8749.001,BX8761.999,8749.001,8761.999,Christian Denominations,Protestantism,"Other Protestant denominations Alphabetical); only larger denominations listed The subarrangement is essentially the same for each sect, the primary features being indicated by way of example under Baptists",,
BX,BX8762,BX8785,8762.0,8785.0,Christian Denominations,Protestantism,"Other Protestant denominations Alphabetical); only larger denominations listed The subarrangement is essentially the same for each sect, the primary features being indicated by way of example under Baptists",Pentecostal churches,
BX,BX8785.001,BX8798.999,8785.001,8798.999,Christian Denominations,Protestantism,"Other Protestant denominations Alphabetical); only larger denominations listed The subarrangement is essentially the same for each sect, the primary features being indicated by way of example under Baptists",,
BX,BX8799,BX8809,8799.0,8809.0,Christian Denominations,Protestantism,"Other Protestant denominations Alphabetical); only larger denominations listed The subarrangement is essentially the same for each sect, the primary features being indicated by way of example under Baptists",Plymouth Brethren. Darbyites,
BX,BX8809.001,BX8900.999,8809.001,8900.999,Christian Denominations,Protestantism,"Other Protestant denominations Alphabetical); only larger denominations listed The subarrangement is essentially the same for each sect, the primary features being indicated by way of example under Baptists",,
BX,BX8901,BX9225,8901.0,9225.0,Christian Denominations,Protestantism,"Other Protestant denominations Alphabetical); only larger denominations listed The subarrangement is essentially the same for each sect, the primary features being indicated by way of example under Baptists",Presbyterianism. Calvinistic Methodism,
BX,BX9225.001,BX9300.999,9225.001,9300.999,Christian Denominations,Protestantism,"Other Protestant denominations Alphabetical); only larger denominations listed The subarrangement is essentially the same for each sect, the primary features being indicated by way of example under Baptists",,
BX,BX9301,BX9359,9301.0,9359.0,Christian Denominations,Protestantism,"Other Protestant denominations Alphabetical); only larger denominations listed The subarrangement is essentially the same for each sect, the primary features being indicated by way of example under Baptists",Puritanism,
BX,BX9359.001,BX9400.999,9359.001,9400.999,Christian Denominations,Protestantism,"Other Protestant denominations Alphabetical); only larger denominations listed The subarrangement is essentially the same for each sect, the primary features being indicated by way of example under Baptists",,
BX,BX9401,BX9640,9401.0,9640.0,Christian Denominations,Protestantism,"Other Protestant denominations Alphabetical); only larger denominations listed The subarrangement is essentially the same for each sect, the primary features being indicated by way of example under Baptists",Reformed or Calvinistic Churches,
BX,BX9640.001,BX9674.999,9640.001,9674.999,Christian Denominations,Protestantism,"Other Protestant denominations Alphabetical); only larger denominations listed The subarrangement is essentially the same for each sect, the primary features being indicated by way of example under Baptists",,
BX,BX9675,BX9675,9675.0,9675.0,Christian Denominations,Protestantism,"Other Protestant denominations Alphabetical); only larger denominations listed The subarrangement is essentially the same for each sect, the primary features being indicated by way of example under Baptists",River Brethren. Brethren in Christ,
BX,BX9675.001,BX9700.999,9675.001,9700.999,Christian Denominations,Protestantism,"Other Protestant denominations Alphabetical); only larger denominations listed The subarrangement is essentially the same for each sect, the primary features being indicated by way of example under Baptists",,
BX,BX9701,BX9743,9701.0,9743.0,Christian Denominations,Protestantism,"Other Protestant denominations Alphabetical); only larger denominations listed The subarrangement is essentially the same for each sect, the primary features being indicated by way of example under Baptists",Salvation Army,
BX,BX9743.001,BX9750.999,9743.001,9750.999,Christian Denominations,Protestantism,"Other Protestant denominations Alphabetical); only larger denominations listed The subarrangement is essentially the same for each sect, the primary features being indicated by way of example under Baptists",,
BX,BX9751,BX9793,9751.0,9793.0,Christian Denominations,Protestantism,"Other Protestant denominations Alphabetical); only larger denominations listed The subarrangement is essentially the same for each sect, the primary features being indicated by way of example under Baptists",Shakers. United Society of Believers. Millennial Church,
BX,BX9793.001,BX9800.999,9793.001,9800.999,Christian Denominations,Protestantism,"Other Protestant denominations Alphabetical); only larger denominations listed The subarrangement is essentially the same for each sect, the primary features being indicated by way of example under Baptists",,
BX,BX9801,BX9869,9801.0,9869.0,Christian Denominations,Protestantism,"Other Protestant denominations Alphabetical); only larger denominations listed The subarrangement is essentially the same for each sect, the primary features being indicated by way of example under Baptists",Unitarianism,
BX,BX9869.001,BX9874.999,9869.001,9874.999,Christian Denominations,Protestantism,"Other Protestant denominations Alphabetical); only larger denominations listed The subarrangement is essentially the same for each sect, the primary features being indicated by way of example under Baptists",,
BX,BX9875,BX9877.1,9875.0,9877.1,Christian Denominations,Protestantism,"Other Protestant denominations Alphabetical); only larger denominations listed The subarrangement is essentially the same for each sect, the primary features being indicated by way of example under Baptists",United Brethren in Christ. Church of the United Brethren in Christ,
BX,BX9877.101,BX9880.999,9877.101,9880.999,Christian Denominations,Protestantism,"Other Protestant denominations Alphabetical); only larger denominations listed The subarrangement is essentially the same for each sect, the primary features being indicated by way of example under Baptists",,
BX,BX9881,BX9882.95,9881.0,9882.95,Christian Denominations,Protestantism,"Other Protestant denominations Alphabetical); only larger denominations listed The subarrangement is essentially the same for each sect, the primary features being indicated by way of example under Baptists",United Church of Canada,
BX,BX9882.951,BX9883.999,9882.951,9883.999,Christian Denominations,Protestantism,"Other Protestant denominations Alphabetical); only larger denominations listed The subarrangement is essentially the same for each sect, the primary features being indicated by way of example under Baptists",,
